Serial,QDATE,QMONTH,QYEAR,METHOD,WAVE,QST_1,QST_2,QET_1,QET_2,DURA,ID_INTV,Q1A,Q1B,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5A,Q5B_1,Q5B_2,Q5B_3,Q5B_4,Q5B_5,Q5B_6,Q5B_7,Q6,Q7A_1,Q7B_1,Q7C_1,Q7A_2,Q7B_2,Q7C_2,Q7A_3,Q7B_3,Q7C_3,Q7A_4,Q7B_4,Q7C_4,Q7A_5,Q7B_5,Q7C_5,Q7A_6,Q7B_6,Q7C_6,Q7A_7,Q7B_7,Q7C_7,Q7A_8,Q7B_8,Q7C_8,Q7A_9,Q7B_9,Q7C_9,Q7A_10,Q7B_10,Q7C_10,Q8,Q9,Q10,Q11,Q12A_1,Q12A_2,Q12A_3,Q13A_1,Q13A_2,Q14,Q15A,Q15B,Q15C,Q57A,Q57B,Q57C,Q16A,Q16B,Q16C,Q17A_1,Q17A_2,Q17A_3,Q17A_4,Q18A_1,Q18A_2,Q18A_3,Q19A_1,Q19A_2,Q19A_3,Q20,Q21A,Q21B_1,Q21B_2,Q21B_3,Q21B_4,Q21C,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30A,Q30B,Q31_1,Q31_2,Q31_3,Q31_4,Q32A_1,Q32A_2,Q32A_3,Q32A_4,Q32A_5,Q32A_6,Q32B_1_1,Q32B_1_2,Q32B_1_3,Q32B_2_1,Q32B_2_2,Q32B_2_3,Q32B_2_4,Q32B_3_1,Q32B_3_2,Q32B_3_3,Q32B_4_1,Q32B_4_2,Q32B_4_3,Q32B_5_1,Q32B_5_2,Q32B_6,Q32B_7_1,Q32B_7_2,Q32B_8_1,Q32B_8_2,Q33A_1,Q33A_2,Q33A_3,Q33A_4,Q33B_1,Q33B_2,Q33B_3,Q33B_4,Q34A_1,Q34A_2,Q34B_1,Q34B_2,Q35,Q36,Q37A_1,Q37A_2,Q37A_3,Q58,Q38A_1,Q38A_2,Q38B_1,Q38B_2,Q39,Q40A,Q40B,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q44_12,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
33,13,7,16,2,6,10,59,11,15,16,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,4,47,1,1,23,1,1,14,2,2,10,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,4,U,6,12,0,0,1,0,0,8,0,0,4,4,4,4,97,97,4,97,97,3,3,2,0,,,,0,1,0,9,7,1,2,1,1,1,2,1,4,,,2,,,,,,0,,,1,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,5,400,U,U,1,U,U,U,U,2,30,3,5,2,5,1,2,3,4,6,7,8,9,10,11,12,,3,1,1,3,0,2,BORDJ BOU ARRERIDJ,2,676248215,1,1,3
34,13,7,16,2,6,16,0,16,12,12,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,3,37,1,1,10,2,2,5,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,8,7,6,7,13,0,1,1,0,8,8,0,4,4,4,4,4,97,4,4,97,4,97,2,0,,,,0,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3000,1000,U,1,U,U,U,U,2,33,3,4,94,5,1,2,4,8,12,,,,,,,,3,1,1,1,3,4,BORDJ BOU ARRERIDJ,2,779281615,1,1,3
35,13,7,16,2,6,16,14,16,30,16,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,5,46,1,1,16,1,1,13,2,2,8,1,2,3,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,5,97,0,0,1,0,0,8,0,0,4,4,4,4,97,97,4,97,97,4,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,8,400,U,U,1,U,U,U,U,2,38,4,3,9,7,1,2,4,8,12,,,,,,,,97,97,1,3,0,4,BORDJ BOU ARRERIDJ,2,673789592,1,1,3
36,13,7,16,2,6,16,37,16,56,19,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,4,43,1,1,40,2,1,19,1,1,12,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,3,10,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,3,97,97,1,2,0,,,,0,3,97,8,7,2,0,1,1,1,1,2,4,,,2,7,,,,,0,,,2,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,1,0,12,8,500,U,U,1,U,U,100,U,2,17,1,4,7,7,1,2,4,6,8,12,,,,,,,97,1,1,1,0,4,BORDJ BOU ARRERIDJ,2,779219449,1,1,3
37,14,7,16,2,6,8,57,9,14,17,191378,8,1,1,,,,94,2,94,0,0,0,0,0,0,0,3,56,2,1,28,1,1,24,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,2,3,0,9,7,4,2,12,0,1,1,0,8,8,0,4,4,4,4,97,4,3,97,3,4,2,2,0,,,,0,1,0,8,5,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,200,U,3,U,U,U,U,2,21,2,5,7,4,1,2,4,6,8,12,,,,,,,2,1,1,2,3,4,SETIF,2,665227900,1,1,3
38,14,7,16,2,6,9,16,9,34,18,191378,8,1,1,,,,94,2,94,0,0,0,0,0,0,0,2,60,1,1,27,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,5,97,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,3,97,97,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,800,U,U,3,U,U,U,U,2,55,6,3,9,7,1,2,4,8,,,,,,,,,97,97,1,1,0,5,SETIF,2,795191383,1,1,3
39,14,7,16,2,6,9,37,9,52,15,191378,8,1,1,,,,94,2,94,0,0,0,0,0,0,0,4,47,1,1,16,1,1,13,2,1,7,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,6,7,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,3,97,97,97,2,0,,,,0,1,0,5,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3000,U,U,3,U,U,U,U,2,39,4,3,94,5,1,2,4,6,8,12,,,,,,,3,1,1,1,0,4,SETIF,2,782651086,1,1,3
40,14,7,16,2,6,9,55,10,10,15,191378,8,1,1,,,,94,2,94,0,0,0,0,0,0,0,5,66,1,1,54,2,1,32,1,1,27,2,1,25,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,3,U,4,1,0,0,1,0,0,8,0,0,4,4,4,4,97,2,97,97,2,97,97,2,0,,,,0,3,3,9,7,2,0,3,0,1,1,1,4,,,3,,,,,,0,,,0,,,,1,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,6,200,U,U,3,U,U,U,U,2,22,2,5,7,5,1,2,4,8,12,,,,,,,,97,1,1,2,0,4,SETIF,2,554228012,1,1,3
41,14,7,16,2,6,10,12,10,31,19,191378,8,1,1,,,,94,2,94,0,0,0,0,0,0,0,4,38,1,1,9,1,2,6,1,2,4,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,5,12,0,0,1,0,0,8,0,0,3,4,4,4,97,97,4,97,97,4,97,2,0,,,,0,1,0,8,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,3,U,U,U,U,2,30,3,4,8,7,1,2,4,5,8,12,,,,,,,3,1,1,3,0,4,SETIF,2,669229399,1,1,3
42,13,7,16,2,6,12,11,12,31,20,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,5,52,1,1,24,1,1,20,2,1,17,2,1,13,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,6,7,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,3,97,97,97,2,0,,,,0,1,0,9,4,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,1,U,U,U,U,2,48,5,4,94,7,1,2,4,8,12,,,,,,,,2,1,1,1,0,4,EL ACHIR,2,780834536,1,1,3
43,13,7,16,2,6,12,35,12,52,17,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,5,49,1,1,46,2,1,20,1,1,11,2,2,9,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,3,38,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,4,97,2,2,0,,,,0,1,0,3,5,1,4,1,1,1,1,1,4,,,2,7,,,,,0,,,1,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,2,1,0,14,8,1000,U,U,3,U,U,50,U,2,15,1,4,7,4,1,2,4,5,6,7,8,12,,,,,97,1,1,2,0,4,EL ACHIR,2,542998358,1,1,3
44,13,7,16,2,6,12,54,13,24,30,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,5,43,1,1,16,1,1,14,2,2,8,1,2,5,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,7,2,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,3,97,97,2,0,,,,0,1,0,9,7,1,2,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,1,U,U,U,U,2,38,4,4,9,4,1,2,4,5,8,12,,,,,,,3,1,1,2,0,4,EL ACHIR,2,541515008,1,1,3
45,13,7,16,2,6,13,29,13,50,21,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,6,56,1,1,50,2,1,27,1,1,25,2,1,23,1,1,19,1,1,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,3,2,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,4,97,2,2,0,,,,0,3,97,7,5,1,5,1,1,1,1,4,,,,2,7,,,,,0,,,4,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,2,1,0,7,4,800,U,U,1,U,U,100,U,2,16,1,4,7,5,1,2,4,8,12,,,,,,,,2,1,1,2,0,4,EL ACHIR,2,557576197,1,1,3
46,13,7,16,2,6,15,12,15,28,16,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,3,53,1,1,46,2,1,18,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,9,8,4,5,12,0,1,1,0,8,8,0,4,4,4,4,4,97,4,4,97,5,1,2,0,,,,0,1,0,5,5,2,0,3,0,1,2,1,4,,,3,7,,,,,0,,,0,,,,1,4,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,1,2,2,7,4,800,200,U,1,U,U,200,U,2,22,2,5,7,5,1,2,4,7,8,12,,,,,,,3,1,1,1,3,4,BORDJ BOU ARRERIDJ,2,797978364,1,1,3
47,13,7,16,2,6,15,40,15,57,17,191378,25,1,1,,,,94,2,94,0,0,0,0,0,0,0,4,56,1,1,28,2,1,25,2,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,5,7,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,3,97,97,97,2,0,,,,0,1,0,7,7,1,2,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1200,U,U,1,U,U,U,U,2,53,5,2,9,6,1,2,5,6,8,12,,,,,,,2,1,1,1,0,4,BORDJ BOU ARRERIDJ,2,794711763,1,1,3
48,14,7,16,2,6,12,19,12,33,14,101385,6,1,1,,,,94,2,1,0,1,1,1,1,0,0,4,52,1,1,40,2,1,23,1,1,12,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,2,3,1,10,1,4,19,12,10,2,1,1,8,8,97,4,4,4,4,3,4,3,3,3,3,2,2,0,,,,0,1,0,3,2,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,1,1,5,8,5,500,0,0,2,U,U,100,U,2,19,1,4,7,1,1,2,3,4,5,6,7,8,9,10,12,,4,2,1,2,3,3,BOUIRA,1,558610482,1,1,3
49,13,7,16,2,6,14,17,14,38,21,191376,25,1,1,,,,94,2,3,1,1,0,0,0,0,0,6,89,1,2,55,1,1,45,2,1,32,2,1,15,1,2,10,1,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,3,2,1,8,8,4,12,2,4,1,1,1,8,8,8,4,4,4,4,4,4,4,3,3,3,3,2,0,,,,0,1,0,7,4,2,0,1,1,1,2,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,2,2,7,2,500,500,500,4,U,U,U,U,1,23,2,4,4,4,1,2,3,4,12,,,,,,,,3,1,1,3,2,4,BORDJ BOU ARRERIDJ,2,557599111,1,1,3
50,13,7,16,2,6,14,38,15,6,28,191376,25,1,1,,,,94,2,3,1,1,0,0,0,0,0,4,42,1,1,29,2,1,10,2,2,5,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,1,0,9,9,8,12,4,0,1,1,0,8,8,0,4,4,4,4,4,4,4,3,3,3,3,2,0,,,,0,3,97,5,7,2,0,1,1,1,1,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,12,4,2000,2000,U,4,U,U,U,U,1,39,4,5,2,3,1,2,3,8,12,,,,,,,,3,1,1,3,1,4,BORDJ BOU ARRERIDJ,2,697913662,1,1,3
51,13,7,16,2,6,15,6,15,25,19,191376,25,1,1,,,,94,2,3,1,1,0,0,1,0,0,6,55,1,1,45,1,1,32,2,1,25,1,1,14,2,2,7,2,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,2,0,8,8,4,12,2,0,1,1,0,8,8,0,4,4,4,4,4,4,4,3,3,3,3,2,0,,,,0,2,0,9,7,2,0,3,0,1,1,4,,,,6,,,,,,0,,,0,,,,0,,,0,,,0,,4,0,,0,,0,1,0,0,0,3,0,0,1,1,1,1,7,4,800,500,U,4,U,500,U,U,1,19,1,4,7,4,1,2,3,12,,,,,,,,,3,1,1,3,2,4,BORDJ BOU ARRERIDJ,2,659178898,1,1,3
52,13,7,16,2,6,15,27,15,52,25,191376,25,1,1,,,,94,2,3,1,1,0,0,0,0,0,5,71,1,2,52,2,1,33,2,1,25,2,1,15,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,3,0,8,8,3,12,12,0,1,1,0,8,7,0,4,4,4,4,4,4,4,4,2,4,3,2,0,,,,0,3,97,2,7,2,0,3,0,1,1,4,,,,6,,,,,,0,,,0,,,,0,,,0,,,0,,4,0,,0,,0,1,0,0,0,3,0,0,1,2,1,0,7,4,1000,300,U,4,U,0,U,U,1,20,2,4,1,5,1,2,3,,,,,,,,,,2,1,1,3,3,4,BORDJ BOU ARRERIDJ,2,669857072,1,1,3
53,13,7,16,2,6,15,52,16,9,17,191376,25,1,1,,,,94,2,1,0,1,0,1,0,0,0,3,35,2,1,25,2,1,20,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,7,4,0,0,1,0,0,8,0,0,3,3,3,3,4,4,4,3,2,3,3,2,0,,,,0,3,97,9,7,2,0,1,1,1,1,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,12,5,2000,U,U,4,U,U,U,U,1,44,4,5,1,4,1,2,3,8,12,,,,,,,,4,1,1,1,0,4,BORDJ BOU ARRERIDJ,2,771555038,1,1,3
54,13,7,16,2,6,17,49,18,7,18,191376,25,1,1,,,,94,2,2,1,0,1,1,0,0,0,5,50,2,1,45,1,1,37,1,1,20,2,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,8,2,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,2,2,0,,,,0,3,97,8,7,2,0,1,1,1,1,1,4,,,2,6,,,,,0,,,1,4,,,0,,,0,,,0,,4,0,,0,,0,1,0,0,0,2,0,0,1,2,1,0,8,4,1600,U,U,4,U,1500,U,U,1,62,6,4,6,4,1,2,3,4,5,8,10,11,12,,,,5,1,1,2,0,3,BORDJ BOU ARRERIDJ,2,551759666,1,1,3
55,13,7,16,2,6,18,10,18,25,15,191376,25,1,1,,,,94,2,3,1,1,0,1,1,0,0,6,45,1,1,33,2,1,28,2,1,15,2,2,4,1,2,1,1,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,4,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,3,2,0,,,,0,3,97,7,7,2,0,3,0,1,2,1,,,,1,,,,,,1,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,2,2,7,1,3000,U,U,4,U,U,U,U,1,23,2,4,7,3,1,2,3,4,8,13,,,,,,,4,1,1,3,0,4,BORDJ BOU ARRERIDJ,2,697973390,1,1,3
56,14,7,16,2,6,8,59,9,21,22,191376,25,1,1,,,,94,2,3,1,1,0,1,0,0,0,3,55,1,1,47,2,1,25,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,7,29,0,0,2,0,0,8,0,0,4,4,4,4,97,97,4,97,97,3,3,2,0,,,,0,3,97,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1000,U,U,1,U,U,U,U,1,30,3,5,1,4,1,2,3,4,,,,,,,,,3,2,1,3,0,4,EL ACHIR,2,696120514,1,1,3
57,13,7,16,2,6,11,5,11,35,30,191376,25,1,1,,,,94,2,5,1,1,1,0,0,0,0,6,52,2,2,44,2,1,39,2,1,22,1,1,15,1,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,7,2,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,97,1,1,,,,0,4,97,1,7,2,0,1,1,1,1,1,4,,,2,,,,,,0,,,1,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,11,1,12000,U,U,4,U,U,U,U,1,48,5,4,4,2,1,2,3,4,8,12,,,,,,,5,1,3,2,0,4,BORDJ BOU ARRERIDJ,2,559360941,1,1,3
58,14,7,16,2,6,9,22,9,53,31,191376,25,1,1,,,,94,2,1,0,1,1,1,0,0,0,7,89,1,1,80,2,1,50,1,1,45,2,1,32,2,1,28,1,1,17,2,1,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,10,10,8,4,12,0,1,1,0,8,8,0,4,4,4,4,4,4,4,3,2,3,3,2,0,,,,0,1,0,8,7,2,0,3,0,1,2,1,,,,1,,,,,,1,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,1,3000,500,U,4,U,U,U,U,1,33,3,5,2,4,1,2,3,4,12,,,,,,,,3,1,1,1,3,4,EL ACHIR,2,791795370,1,1,3
59,14,7,16,2,6,13,41,14,2,21,191376,8,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,45,1,1,31,1,1,27,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,2,0,8,8,8,4,2,0,1,1,0,8,8,0,4,4,4,4,4,4,4,3,97,3,3,2,0,,,,0,4,97,9,7,2,0,3,0,1,2,1,,,,1,,,,,,1,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,2,2,7,1,2000,3000,U,4,U,U,U,U,1,33,3,3,1,4,1,2,3,8,,,,,,,,,3,1,1,1,2,4,SETIF,2,772385655,1,1,3
60,14,7,16,2,6,14,6,14,28,22,191376,8,1,1,,,,94,2,1,0,1,1,1,0,0,0,2,43,2,1,15,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,1,2,0,,,,0,1,0,9,7,2,0,1,1,1,2,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,13,5,2400,U,U,4,U,U,U,U,1,50,5,5,6,4,1,2,3,4,8,12,,,,,,,3,1,1,1,0,4,SETIF,2,771381382,1,1,3
61,14,7,16,2,6,14,38,14,56,18,191376,8,1,1,,,,94,2,1,0,1,1,0,1,0,0,3,61,1,1,56,2,1,25,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,3,4,0,0,1,0,0,8,0,0,3,3,3,3,3,3,3,3,2,3,2,2,0,,,,0,3,97,8,7,2,0,3,0,1,2,1,,,,3,,,,,,0,,,0,,,,1,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,2,2,7,1,3000,U,U,4,U,U,U,U,1,22,2,4,3,4,1,2,3,4,8,,,,,,,,2,1,1,1,0,4,SETIF,2,793584152,1,1,3
62,14,7,16,2,6,14,56,15,17,21,191376,8,1,1,,,,94,2,1,0,1,1,1,0,0,0,1,23,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,5,4,0,0,1,0,0,8,0,0,4,4,4,4,3,3,3,3,2,3,1,2,0,,,,0,1,0,4,7,2,0,1,1,1,1,1,4,,,2,,,,,,0,,,1,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,8,1,6000,U,U,4,U,U,U,U,1,31,3,4,4,4,1,2,3,4,8,12,,,,,,,4,1,1,1,0,4,SETIF,2,771567967,1,1,3
63,14,7,16,2,6,15,18,15,38,20,191376,8,1,1,,,,94,2,3,1,1,0,1,1,0,0,3,72,1,1,68,2,1,35,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,1,0,10,8,8,29,4,0,2,1,0,8,7,0,4,4,4,4,4,4,4,3,2,3,3,2,0,,,,0,3,97,3,7,2,0,1,1,1,1,1,4,,,2,,,,,,0,,,1,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,98,8,1700,1600,U,4,U,U,U,U,1,29,3,4,4,4,1,2,3,4,5,8,13,,,,,,6,2,1,3,1,3,SETIF,2,660810729,1,1,3
64,14,7,16,2,6,15,38,16,6,28,191376,8,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,60,1,1,58,2,1,25,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,2,3,1,2,0,,,,0,3,2,2,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8000,U,U,4,U,U,U,U,1,30,3,3,4,4,1,2,3,8,12,,,,,,,,4,1,1,1,0,4,SETIF,2,775597413,1,1,3
65,14,7,16,2,6,16,51,17,17,26,191376,8,1,1,,,,94,2,1,0,1,1,1,0,0,0,2,44,2,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,4,4,4,1,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1000,U,U,4,U,U,U,U,1,47,5,4,1,4,1,2,3,,,,,,,,,,2,1,1,1,0,4,SETIF,2,776239031,1,1,3
66,14,7,16,2,6,17,17,17,40,23,191376,8,1,1,,,,94,2,1,0,1,1,1,0,0,0,3,48,1,1,42,2,1,15,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,9,10,3,4,12,0,1,1,0,8,8,0,4,4,4,4,4,4,4,3,3,3,3,2,0,,,,0,3,97,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1000,1500,U,4,U,U,U,U,1,19,1,4,7,4,1,2,3,4,12,,,,,,,,3,1,1,1,3,4,SETIF,2,797407917,1,1,3
67,14,7,16,2,6,17,43,17,50,7,191376,8,1,1,,,,94,2,5,1,1,1,0,0,0,0,2,50,2,1,28,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,1,2,0,,,,0,3,97,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6000,U,U,4,U,U,U,U,1,64,6,2,6,4,1,2,3,,,,,,,,,,2,1,1,1,0,4,SETIF,2,550708952,1,1,3
68,14,7,16,2,6,18,1,18,18,17,191376,8,1,1,,,,94,2,1,0,1,1,1,0,0,0,3,36,2,1,6,2,2,3,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,7,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,4,4,4,97,2,0,,,,0,3,97,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,8,3000,U,U,4,U,U,U,U,1,42,4,3,4,4,1,2,3,4,12,,,,,,,,4,1,1,1,0,4,SETIF,2,794181561,1,1,3
